repo_name,dir_name,month,ce_mean,ca_mean,instability_mean,distance_mean,modularity_q
salesforce/multicloudj,salesforce__multicloudj,2025-11,3.2679,3.2679,0.6277,0.297,nan
salesforce/multicloudj,salesforce__multicloudj,2025-12,3.4833,3.4833,0.6149,0.3085,nan
salesforce/multicloudj,salesforce__multicloudj,2026-01,3.541,3.541,0.6014,0.32,nan
salesforce/multicloudj,salesforce__multicloudj,2026-02,3.4923,3.4923,0.6248,0.3011,nan
salesforce/multicloudj,salesforce__multicloudj,2026-03,3.5455,3.5455,0.6361,0.2929,nan
salesforce/multicloudj,salesforce__multicloudj,2026-04,3.5769,3.5769,0.6381,0.2918,nan
schmave/demschooltools,schmave__demschooltools,2025-05,2.6316,2.6316,0.6738,0.283,nan
schmave/demschooltools,schmave__demschooltools,2025-06,2.6316,2.6316,0.6738,0.283,nan
schmave/demschooltools,schmave__demschooltools,2025-07,2.6316,2.6316,0.6738,0.283,nan
schmave/demschooltools,schmave__demschooltools,2025-08,2.6316,2.6316,0.6738,0.283,nan
schmave/demschooltools,schmave__demschooltools,2025-09,2.6316,2.6316,0.6736,0.2832,nan
schmave/demschooltools,schmave__demschooltools,2025-10,2.6316,2.6316,0.6736,0.2832,nan
schmave/demschooltools,schmave__demschooltools,2025-11,2.6316,2.6316,0.6736,0.2832,nan
schmave/demschooltools,schmave__demschooltools,2025-12,2.6316,2.6316,0.6736,0.2832,nan
schmave/demschooltools,schmave__demschooltools,2026-01,2.6316,2.6316,0.6736,0.2832,nan
schmave/demschooltools,schmave__demschooltools,2026-02,2.6316,2.6316,0.6736,0.2832,nan
schmave/demschooltools,schmave__demschooltools,2026-03,2.6316,2.6316,0.6736,0.2832,nan
schmave/demschooltools,schmave__demschooltools,2026-04,2.6316,2.6316,0.6736,0.2832,nan
schmave/demschooltools,schmave__demschooltools,2026-05,2.6316,2.6316,0.6736,0.2832,nan
seed4j/seed4j,seed4j__seed4j,2025-01,4.0882,4.0882,0.8951,0.0976,nan
seed4j/seed4j,seed4j__seed4j,2025-02,4.0883,4.0883,0.8959,0.0969,nan
seed4j/seed4j,seed4j__seed4j,2025-03,4.0869,4.0869,0.8961,0.0967,nan
seed4j/seed4j,seed4j__seed4j,2025-04,4.1263,4.1263,0.8957,0.097,nan
seed4j/seed4j,seed4j__seed4j,2025-05,4.1304,4.1304,0.8951,0.0976,nan
seed4j/seed4j,seed4j__seed4j,2025-06,4.1266,4.1266,0.8959,0.0969,nan
seed4j/seed4j,seed4j__seed4j,2025-07,4.1351,4.1351,0.8963,0.0966,nan
seed4j/seed4j,seed4j__seed4j,2025-08,4.1419,4.1419,0.8969,0.0962,nan
seed4j/seed4j,seed4j__seed4j,2025-09,4.1353,4.1353,0.8969,0.0961,nan
seed4j/seed4j,seed4j__seed4j,2025-10,4.1371,4.1371,0.8972,0.0958,nan
seed4j/seed4j,seed4j__seed4j,2025-11,4.1293,4.1293,0.8974,0.0957,nan
seed4j/seed4j,seed4j__seed4j,2025-12,4.1293,4.1293,0.8974,0.0957,nan
seed4j/seed4j,seed4j__seed4j,2026-01,4.1235,4.1235,0.8963,0.0954,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-01,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-02,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-03,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-04,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-05,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-06,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-07,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-08,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-09,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-10,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-11,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2025-12,3.7692,3.7692,0.5885,0.3769,nan
sekelsta/horse-colors,sekelsta__horse-colors,2026-01,3.7692,3.7692,0.5885,0.3769,nan
slackhq/astra,slackhq__astra,2024-12,5.275,5.275,0.6024,0.3639,nan
slackhq/astra,slackhq__astra,2025-01,5.275,5.275,0.6024,0.3639,nan
slackhq/astra,slackhq__astra,2025-02,5.2195,5.2195,0.6003,0.3668,nan
slackhq/astra,slackhq__astra,2025-03,5.2195,5.2195,0.5998,0.3674,nan
slackhq/astra,slackhq__astra,2025-04,5.2195,5.2195,0.5998,0.3674,nan
slackhq/astra,slackhq__astra,2025-05,5.1707,5.1707,0.596,0.3711,nan
slackhq/astra,slackhq__astra,2025-06,5.2195,5.2195,0.5965,0.3707,nan
slackhq/astra,slackhq__astra,2025-07,5.2195,5.2195,0.5987,0.3701,nan
slackhq/astra,slackhq__astra,2025-08,5.3415,5.3415,0.6113,0.3597,nan
slackhq/astra,slackhq__astra,2025-09,5.3415,5.3415,0.6111,0.3599,nan
slackhq/astra,slackhq__astra,2025-10,5.093,5.093,0.6297,0.3426,nan
slackhq/astra,slackhq__astra,2025-11,5.093,5.093,0.6297,0.3426,nan
slackhq/astra,slackhq__astra,2025-12,5.093,5.093,0.6297,0.3426,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2025-05,4.1373,4.1373,0.542,0.3791,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2025-06,4.4348,4.4348,0.6396,0.3107,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2025-07,4.3778,4.3778,0.6353,0.3107,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2025-08,4.3778,4.3778,0.6322,0.3135,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2025-09,4.3778,4.3778,0.6322,0.3135,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2025-10,4.3778,4.3778,0.6322,0.3135,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2025-11,4.3556,4.3556,0.6303,0.3159,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2025-12,4.3556,4.3556,0.6301,0.3162,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2026-01,4.3556,4.3556,0.6301,0.3162,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2026-02,4.3556,4.3556,0.6301,0.3162,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2026-03,4.4348,4.4348,0.6188,0.3276,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2026-04,4.2041,4.2041,0.642,0.3075,nan
smartboot/smart-mqtt,smartboot__smart-mqtt,2026-05,4.2041,4.2041,0.642,0.3075,nan
spannm/ucanaccess,spannm__ucanaccess,2025-04,3.5385,3.5385,0.4539,0.3416,nan
spannm/ucanaccess,spannm__ucanaccess,2025-05,3.5385,3.5385,0.4532,0.342,nan
spannm/ucanaccess,spannm__ucanaccess,2025-06,3.5385,3.5385,0.4532,0.342,nan
spannm/ucanaccess,spannm__ucanaccess,2025-07,3.5385,3.5385,0.4532,0.342,nan
spannm/ucanaccess,spannm__ucanaccess,2025-08,3.6154,3.6154,0.4535,0.3412,nan
spannm/ucanaccess,spannm__ucanaccess,2025-09,3.6154,3.6154,0.4534,0.3439,nan
spannm/ucanaccess,spannm__ucanaccess,2025-10,3.6154,3.6154,0.4534,0.3439,nan
spannm/ucanaccess,spannm__ucanaccess,2025-11,3.6154,3.6154,0.4534,0.3439,nan
spannm/ucanaccess,spannm__ucanaccess,2025-12,3.6154,3.6154,0.4534,0.3439,nan
spannm/ucanaccess,spannm__ucanaccess,2026-01,3.6154,3.6154,0.4534,0.3439,nan
spannm/ucanaccess,spannm__ucanaccess,2026-02,3.6154,3.6154,0.4534,0.3439,nan
spannm/ucanaccess,spannm__ucanaccess,2026-03,3.3571,3.3571,0.421,0.3907,nan
spannm/ucanaccess,spannm__ucanaccess,2026-04,3.3571,3.3571,0.421,0.3907,nan
spockframework/spock,spockframework__spock,2024-04,2.5714,2.5714,0.5796,0.3856,nan
spockframework/spock,spockframework__spock,2024-05,2.5714,2.5714,0.5797,0.3861,nan
spockframework/spock,spockframework__spock,2024-06,2.5714,2.5714,0.5797,0.3861,nan
spockframework/spock,spockframework__spock,2024-07,2.5714,2.5714,0.5797,0.3861,nan
spockframework/spock,spockframework__spock,2024-08,2.5714,2.5714,0.5797,0.3861,nan
spockframework/spock,spockframework__spock,2024-09,2.5714,2.5714,0.5798,0.3863,nan
spockframework/spock,spockframework__spock,2024-10,2.6234,2.6234,0.5928,0.3841,nan
spockframework/spock,spockframework__spock,2024-11,2.6234,2.6234,0.5928,0.3835,nan
spockframework/spock,spockframework__spock,2024-12,2.6234,2.6234,0.5928,0.3834,nan
spockframework/spock,spockframework__spock,2025-01,2.7013,2.7013,0.5931,0.3815,nan
spockframework/spock,spockframework__spock,2025-02,2.7013,2.7013,0.5931,0.3815,nan
spockframework/spock,spockframework__spock,2025-03,2.7013,2.7013,0.5931,0.3815,nan
spockframework/spock,spockframework__spock,2025-04,2.7179,2.7179,0.5923,0.3766,nan
spring-projects/spring-integration,spring-projects__spring-integration,2024-09,7.2872,7.2872,0.6428,0.2651,nan
spring-projects/spring-integration,spring-projects__spring-integration,2024-10,7.289,7.289,0.6428,0.2653,nan
spring-projects/spring-integration,spring-projects__spring-integration,2024-11,7.2916,7.2916,0.6448,0.2635,nan
spring-projects/spring-integration,spring-projects__spring-integration,2024-12,7.2916,7.2916,0.6448,0.2635,nan
spring-projects/spring-integration,spring-projects__spring-integration,2025-01,7.2916,7.2916,0.6448,0.2635,nan
spring-projects/spring-integration,spring-projects__spring-integration,2025-02,7.329,7.329,0.6432,0.2646,nan
spring-projects/spring-integration,spring-projects__spring-integration,2025-03,7.3195,7.3195,0.6425,0.2638,nan
spring-projects/spring-integration,spring-projects__spring-integration,2025-04,7.3247,7.3247,0.6426,0.2638,nan
spring-projects/spring-integration,spring-projects__spring-integration,2025-05,7.3368,7.3368,0.6435,0.2643,nan
spring-projects/spring-integration,spring-projects__spring-integration,2025-06,7.3368,7.3368,0.6444,0.2623,nan
spring-projects/spring-integration,spring-projects__spring-integration,2025-07,7.584,7.584,0.6437,0.2622,nan
spring-projects/spring-integration,spring-projects__spring-integration,2025-08,7.6088,7.6088,0.6451,0.2609,nan
spring-projects/spring-integration,spring-projects__spring-integration,2025-09,7.6321,7.6321,0.6453,0.261,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-03,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-04,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-05,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-06,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-07,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-08,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-09,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-10,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-11,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2025-12,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2026-01,0.3333,0.3333,0.6667,0.3333,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2026-02,0.3333,0.3333,0.6667,0.381,nan
standard-webhooks/standard-webhooks,standard-webhooks__standard-webhooks,2026-03,0.3333,0.3333,0.6667,0.381,nan
swift-lang/swift-t,swift-lang__swift-t,2025-04,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2025-05,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2025-06,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2025-07,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2025-08,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2025-09,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2025-10,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2025-11,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2025-12,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2026-01,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2026-02,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2026-03,5.0909,5.0909,0.5664,0.3954,nan
swift-lang/swift-t,swift-lang__swift-t,2026-04,5.0909,5.0909,0.5664,0.3954,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-01,4.3617,4.3617,0.5453,0.335,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-02,4.4255,4.4255,0.5288,0.3297,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-04,4.3333,4.3333,0.4843,0.3953,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-05,4.3333,4.3333,0.4843,0.3953,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-06,4.7879,4.7879,0.5086,0.3796,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-07,4.8182,4.8182,0.5081,0.381,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-08,4.7429,4.7429,0.5005,0.4073,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-09,4.9714,4.9714,0.4935,0.418,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-10,4.9714,4.9714,0.4935,0.418,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-11,5.9348,5.9348,0.4584,0.4489,nan
tcheeric/nostr-java,tcheeric__nostr-java,2025-12,5.9348,5.9348,0.4584,0.4489,nan
tcheeric/nostr-java,tcheeric__nostr-java,2026-01,5.913,5.913,0.4596,0.4477,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-01,0.2,0.2,0.8,0.1333,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-02,0.2,0.2,0.8,0.1333,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-03,0.9444,0.9444,0.3981,0.4473,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-04,1.16,1.16,0.629,0.3034,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-05,1.16,1.16,0.629,0.3034,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-06,1.16,1.16,0.629,0.3034,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-07,1.6154,1.6154,0.891,0.0792,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-08,1.6234,1.6234,0.8961,0.0749,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-09,1.6234,1.6234,0.8961,0.0749,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-10,1.6234,1.6234,0.8961,0.0749,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-11,1.6234,1.6234,0.8961,0.0749,nan
tradestreamhq/tradestream,tradestreamhq__tradestream,2025-12,1.6234,1.6234,0.8961,0.0749,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-02,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-03,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-04,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-05,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-06,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-07,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-08,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-09,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-10,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-11,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2025-12,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2026-01,4.7293,4.7293,0.6799,0.3064,nan
ttoklip/BackEnd,ttoklip__BackEnd,2026-02,4.7293,4.7293,0.6799,0.3064,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2024-12,6.8421,6.8421,0.554,0.2881,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-01,6.9502,6.9502,0.5667,0.2852,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-02,6.9502,6.9502,0.5667,0.2852,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-03,6.9502,6.9502,0.5667,0.2852,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-04,6.9502,6.9502,0.5667,0.2852,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-05,6.9502,6.9502,0.5667,0.2852,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-06,6.9502,6.9502,0.5667,0.2852,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-07,6.9502,6.9502,0.5667,0.2852,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-08,6.9502,6.9502,0.5667,0.2852,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-09,6.9356,6.9356,0.568,0.2846,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-10,6.9356,6.9356,0.568,0.2846,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-11,6.9356,6.9356,0.568,0.2846,nan
wildmountainfarms/solarthing,wildmountainfarms__solarthing,2025-12,6.9356,6.9356,0.568,0.2846,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2025-04,2.9524,2.9524,0.6145,0.3453,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2025-05,2.9524,2.9524,0.6145,0.3453,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2025-06,2.9524,2.9524,0.6145,0.3453,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2025-07,2.9524,2.9524,0.6145,0.3453,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2025-08,2.9524,2.9524,0.6145,0.3453,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2025-09,2.9524,2.9524,0.6145,0.3453,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2025-10,2.875,2.875,0.6719,0.2956,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2025-11,2.931,2.931,0.6978,0.2726,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2025-12,2.6765,2.6765,0.71,0.2643,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2026-01,2.7647,2.7647,0.7102,0.2656,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2026-02,2.7647,2.7647,0.7139,0.2613,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2026-03,2.8235,2.8235,0.7139,0.2615,nan
wisemapping/wisemapping-open-source,wisemapping__wisemapping-open-source,2026-04,2.8235,2.8235,0.7139,0.2615,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-02,2.0085,2.0085,0.5644,0.4104,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-03,2.0339,2.0339,0.562,0.4133,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-04,2.0339,2.0339,0.5602,0.4143,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-05,2.0339,2.0339,0.5602,0.4143,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-06,1.9766,1.9766,0.5742,0.4042,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-07,1.9766,1.9766,0.5742,0.4042,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-08,2.3712,2.3712,0.5724,0.4089,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-09,2.3788,2.3788,0.5714,0.4094,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-10,2.3864,2.3864,0.5707,0.41,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-11,2.3864,2.3864,0.5707,0.41,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2025-12,2.3864,2.3864,0.5707,0.41,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2026-01,2.3864,2.3864,0.5714,0.4103,nan
wso2-extensions/identity-organization-management,wso2-extensions__identity-organization-management,2026-02,2.3864,2.3864,0.5714,0.4103,nan
wultra/powerauth-server,wultra__powerauth-server,2025-05,3.9425,3.9425,0.5506,0.4519,nan
wultra/powerauth-server,wultra__powerauth-server,2025-06,3.9425,3.9425,0.5506,0.4519,nan
wultra/powerauth-server,wultra__powerauth-server,2025-07,3.954,3.954,0.5511,0.4521,nan
wultra/powerauth-server,wultra__powerauth-server,2025-08,4.8843,4.8843,0.5233,0.4822,nan
wultra/powerauth-server,wultra__powerauth-server,2025-09,4.8387,4.8387,0.5239,0.4759,nan
wultra/powerauth-server,wultra__powerauth-server,2025-10,4.8492,4.8492,0.5265,0.4734,nan
wultra/powerauth-server,wultra__powerauth-server,2025-11,4.9127,4.9127,0.531,0.469,nan
wultra/powerauth-server,wultra__powerauth-server,2025-12,4.9528,4.9528,0.5337,0.4654,nan
wultra/powerauth-server,wultra__powerauth-server,2026-01,5.0079,5.0079,0.5331,0.466,nan
wultra/powerauth-server,wultra__powerauth-server,2026-02,5.0236,5.0236,0.5333,0.4666,nan
wultra/powerauth-server,wultra__powerauth-server,2026-03,5.0236,5.0236,0.5333,0.4666,nan
wultra/powerauth-server,wultra__powerauth-server,2026-04,5.0551,5.0551,0.5327,0.4672,nan
wultra/powerauth-server,wultra__powerauth-server,2026-05,5.0551,5.0551,0.5327,0.4672,nan
xerial/snappy-java,xerial__snappy-java,2025-01,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-02,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-03,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-04,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-05,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-06,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-07,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-08,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-09,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-10,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-11,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2025-12,0.4,0.4,0.6,0.2731,nan
xerial/snappy-java,xerial__snappy-java,2026-01,0.4,0.4,0.6,0.2731,nan
xtclang/xvm,xtclang__xvm,2025-07,5.4839,5.4839,0.6361,0.2763,nan
xtclang/xvm,xtclang__xvm,2026-01,5.3514,5.3514,0.6323,0.2918,nan
xtclang/xvm,xtclang__xvm,2026-02,5.3514,5.3514,0.6316,0.2891,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-02,1.7455,1.7455,0.7089,0.2289,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-03,1.7049,1.7049,0.7035,0.2282,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-04,1.6885,1.6885,0.7035,0.2282,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-05,1.6885,1.6885,0.7003,0.2315,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-06,1.7049,1.7049,0.6979,0.2339,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-07,1.8033,1.8033,0.697,0.2348,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-08,1.8226,1.8226,0.6957,0.2373,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-09,1.8226,1.8226,0.6957,0.2372,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-10,1.8226,1.8226,0.6952,0.2379,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-11,1.7385,1.7385,0.7092,0.2269,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2025-12,1.6866,1.6866,0.7179,0.2202,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2026-01,1.6716,1.6716,0.7179,0.2202,nan
yellowstonegames/SquidSquad,yellowstonegames__SquidSquad,2026-02,1.6716,1.6716,0.7179,0.2202,nan
yennanliu/CS_basics,yennanliu__CS_basics,2025-04,0.3182,0.3182,0.3333,0.6602,nan
yennanliu/CS_basics,yennanliu__CS_basics,2025-06,0.3209,0.3209,0.336,0.6575,nan
yennanliu/CS_basics,yennanliu__CS_basics,2025-07,0.3209,0.3209,0.336,0.6575,nan
yennanliu/CS_basics,yennanliu__CS_basics,2025-08,0.3209,0.3209,0.336,0.6575,nan
yennanliu/CS_basics,yennanliu__CS_basics,2025-09,0.3209,0.3209,0.336,0.6575,nan
yennanliu/CS_basics,yennanliu__CS_basics,2025-10,0.3218,0.3218,0.3342,0.6593,nan
yennanliu/CS_basics,yennanliu__CS_basics,2025-11,0.3351,0.3351,0.3369,0.6566,nan
yennanliu/CS_basics,yennanliu__CS_basics,2025-12,0.3484,0.3484,0.3449,0.6487,nan
yennanliu/CS_basics,yennanliu__CS_basics,2026-01,0.3457,0.3457,0.3449,0.6487,nan
yennanliu/CS_basics,yennanliu__CS_basics,2026-02,0.3431,0.3431,0.3449,0.6487,nan
yennanliu/CS_basics,yennanliu__CS_basics,2026-03,0.3404,0.3404,0.3422,0.6513,nan
yennanliu/CS_basics,yennanliu__CS_basics,2026-04,0.3422,0.3422,0.3439,0.6496,nan
zilliztech/vts,zilliztech__vts,2025-01,6.5515,6.5515,0.6759,0.2882,nan
zilliztech/vts,zilliztech__vts,2025-06,6.3079,6.3079,0.6743,0.2797,nan
zilliztech/vts,zilliztech__vts,2025-07,6.2663,6.2663,0.6467,0.3036,nan
zilliztech/vts,zilliztech__vts,2025-08,6.2663,6.2663,0.6467,0.3036,nan
