repo_id,repo_name,month,month_id,is_treatment,first_treat_month,post,time_to_event,cd_count,ud_count,hl_count,gc_count,total_smells,num_packages,loc,kloc,asd,cd_density,ud_density,hl_density,gc_density,ce_mean,ca_mean,instability_mean,distance_mean,modularity_q,monthly_commits,monthly_contributors,stars,repo_age_months,tool_type,adoption_signal,total_ai_events
2,TerraFirmaGreg-Team/Core-Modern,2025-03,24303,0,2025-07,0,-4,5.0,0.0,1.0,0.0,6.0,37.0,2734.0,2.734,2.194587,1.828822,0.0,0.365764,0.0,1.0541,1.0541,0.5025,0.4029,,0,0,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2025-04,24304,0,2025-07,0,-3,5.0,0.0,1.0,0.0,6.0,37.0,2734.0,2.734,2.194587,1.828822,0.0,0.365764,0.0,1.0541,1.0541,0.5025,0.4029,,58,7,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2025-05,24305,0,2025-07,0,-2,5.0,0.0,1.0,0.0,6.0,41.0,2658.0,2.658,2.257336,1.881114,0.0,0.376223,0.0,1.2195,1.2195,0.4907,0.5215,,61,9,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2025-06,24306,0,2025-07,0,-1,4.0,0.0,1.0,0.0,5.0,42.0,2808.0,2.808,1.780627,1.424501,0.0,0.356125,0.0,1.2381,1.2381,0.487,0.5103,,120,9,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2025-07,24307,0,2025-07,1,0,6.0,1.0,2.0,0.0,9.0,57.0,5590.0,5.59,1.610018,1.073345,0.178891,0.357782,0.0,1.4737,1.4737,0.4919,0.4843,,124,8,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2025-08,24308,0,2025-07,1,1,8.0,0.0,3.0,0.0,11.0,59.0,6624.0,6.624,1.660628,1.207729,0.0,0.452899,0.0,1.5763,1.5763,0.4862,0.489,,135,9,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2025-09,24309,0,2025-07,1,2,31.0,1.0,2.0,0.0,34.0,77.0,10453.0,10.453,3.252655,2.965656,0.095666,0.191333,0.0,2.1429,2.1429,0.5157,0.4753,,128,11,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2025-10,24310,0,2025-07,1,3,10.0,1.0,3.0,0.0,14.0,79.0,12741.0,12.741,1.098815,0.784868,0.078487,0.23546,0.0,2.038,2.038,0.5304,0.486,,80,7,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2025-11,24311,0,2025-07,1,4,12.0,1.0,1.0,0.0,14.0,82.0,14477.0,14.477,0.967051,0.828901,0.069075,0.069075,0.0,2.1585,2.1585,0.5448,0.4744,,28,8,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2025-12,24312,0,2025-07,1,5,12.0,3.0,1.0,0.0,16.0,88.0,15500.0,15.5,1.032258,0.774194,0.193548,0.064516,0.0,2.3523,2.3523,0.5523,0.4644,,79,8,20,32,control,,0
2,TerraFirmaGreg-Team/Core-Modern,2026-01,24313,0,2025-07,1,6,15.0,1.0,1.0,0.0,17.0,88.0,16845.0,16.845,1.009202,0.890472,0.059365,0.059365,0.0,2.1705,2.1705,0.5591,0.4698,,97,8,20,32,control,,0
3,TrueLayer/truelayer-java,2024-12,24300,1,2025-06,0,-6,43.0,1.0,2.0,0.0,46.0,64.0,11460.0,11.46,4.013962,3.752182,0.08726,0.17452,0.0,4.3594,4.3594,0.4865,0.3777,,2,2,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-01,24301,1,2025-06,0,-5,43.0,1.0,2.0,0.0,46.0,65.0,11812.0,11.812,3.894345,3.640366,0.08466,0.169319,0.0,4.4,4.4,0.4885,0.3831,,2,1,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-02,24302,1,2025-06,0,-4,43.0,1.0,2.0,0.0,46.0,65.0,12141.0,12.141,3.788815,3.541718,0.082366,0.164731,0.0,4.4923,4.4923,0.497,0.3859,,0,0,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-03,24303,1,2025-06,0,-3,43.0,1.0,2.0,0.0,46.0,65.0,12141.0,12.141,3.788815,3.541718,0.082366,0.164731,0.0,4.4923,4.4923,0.497,0.3859,,2,1,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-04,24304,1,2025-06,0,-2,43.0,1.0,2.0,0.0,46.0,65.0,12217.0,12.217,3.765245,3.519686,0.081853,0.163706,0.0,4.4923,4.4923,0.497,0.3874,,1,1,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-05,24305,1,2025-06,0,-1,43.0,1.0,2.0,0.0,46.0,65.0,12230.0,12.23,3.761243,3.515944,0.081766,0.163532,0.0,4.4923,4.4923,0.497,0.3874,,0,0,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-06,24306,1,2025-06,1,0,43.0,1.0,2.0,0.0,46.0,65.0,12230.0,12.23,3.761243,3.515944,0.081766,0.163532,0.0,4.4923,4.4923,0.497,0.3874,,3,2,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-07,24307,1,2025-06,1,1,45.0,2.0,2.0,0.0,49.0,66.0,12537.0,12.537,3.908431,3.589375,0.159528,0.159528,0.0,4.5152,4.5152,0.4943,0.3883,,0,0,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-08,24308,1,2025-06,1,2,45.0,2.0,2.0,0.0,49.0,66.0,12537.0,12.537,3.908431,3.589375,0.159528,0.159528,0.0,4.5152,4.5152,0.4943,0.3883,,3,2,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-09,24309,1,2025-06,1,3,49.0,2.0,2.0,0.0,53.0,66.0,12549.0,12.549,4.223444,3.904694,0.159375,0.159375,0.0,4.5455,4.5455,0.4939,0.3888,,0,0,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-10,24310,1,2025-06,1,4,49.0,2.0,2.0,0.0,53.0,66.0,12549.0,12.549,4.223444,3.904694,0.159375,0.159375,0.0,4.5455,4.5455,0.4939,0.3888,,2,2,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-11,24311,1,2025-06,1,5,52.0,2.0,2.0,0.0,56.0,67.0,13126.0,13.126,4.266342,3.961603,0.152369,0.152369,0.0,4.597,4.597,0.4942,0.3882,,0,0,10,52,claude_code,commit_pattern,6
3,TrueLayer/truelayer-java,2025-12,24312,1,2025-06,1,6,52.0,2.0,2.0,0.0,56.0,67.0,13126.0,13.126,4.266342,3.961603,0.152369,0.152369,0.0,4.597,4.597,0.4942,0.3882,,0,0,10,52,claude_code,commit_pattern,6
4,anboralabs/ks-explorer,2024-12,24300,0,2025-06,0,-6,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,0,0,20,51,control,,0
4,anboralabs/ks-explorer,2025-01,24301,0,2025-06,0,-5,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,2,1,20,51,control,,0
4,anboralabs/ks-explorer,2025-02,24302,0,2025-06,0,-4,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,0,0,20,51,control,,0
4,anboralabs/ks-explorer,2025-03,24303,0,2025-06,0,-3,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,2,1,20,51,control,,0
4,anboralabs/ks-explorer,2025-04,24304,0,2025-06,0,-2,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,0,0,20,51,control,,0
4,anboralabs/ks-explorer,2025-05,24305,0,2025-06,0,-1,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,2,1,20,51,control,,0
4,anboralabs/ks-explorer,2025-06,24306,0,2025-06,1,0,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,0,0,20,51,control,,0
4,anboralabs/ks-explorer,2025-07,24307,0,2025-06,1,1,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,0,0,20,51,control,,0
4,anboralabs/ks-explorer,2025-08,24308,0,2025-06,1,2,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,6,2,20,51,control,,0
4,anboralabs/ks-explorer,2025-09,24309,0,2025-06,1,3,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,6,2,20,51,control,,0
4,anboralabs/ks-explorer,2025-10,24310,0,2025-06,1,4,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,17,2,20,51,control,,0
4,anboralabs/ks-explorer,2025-11,24311,0,2025-06,1,5,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,10,3,20,51,control,,0
4,anboralabs/ks-explorer,2025-12,24312,0,2025-06,1,6,6.0,0.0,1.0,0.0,7.0,46.0,12991.0,12.991,0.538835,0.461858,0.0,0.076976,0.0,2.7609,2.7609,0.5861,0.3841,,0,0,20,51,control,,0
5,kousen/java_latest,2024-09,24297,1,2025-03,0,-6,0.0,0.0,0.0,0.0,0.0,28.0,1914.0,1.914,0.0,0.0,0.0,0.0,0.0,0.0357,0.0357,0.1429,0.8503,,0,0,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2024-10,24298,1,2025-03,0,-5,0.0,0.0,0.0,0.0,0.0,28.0,1914.0,1.914,0.0,0.0,0.0,0.0,0.0,0.0357,0.0357,0.1429,0.8503,,0,0,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2024-11,24299,1,2025-03,0,-4,0.0,0.0,0.0,0.0,0.0,28.0,1914.0,1.914,0.0,0.0,0.0,0.0,0.0,0.0357,0.0357,0.1429,0.8503,,5,1,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2024-12,24300,1,2025-03,0,-3,0.0,0.0,0.0,0.0,0.0,28.0,1916.0,1.916,0.0,0.0,0.0,0.0,0.0,0.0357,0.0357,0.1429,0.8503,,1,1,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2025-01,24301,1,2025-03,0,-2,0.0,0.0,0.0,0.0,0.0,28.0,1918.0,1.918,0.0,0.0,0.0,0.0,0.0,0.0357,0.0357,0.1429,0.8503,,2,1,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2025-02,24302,1,2025-03,0,-1,0.0,0.0,0.0,0.0,0.0,30.0,1925.0,1.925,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.1667,0.8269,,5,1,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2025-03,24303,1,2025-03,1,0,0.0,0.0,0.0,0.0,0.0,30.0,1985.0,1.985,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.1667,0.8269,,4,1,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2025-04,24304,1,2025-03,1,1,0.0,0.0,0.0,0.0,0.0,30.0,2203.0,2.203,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.1667,0.8269,,0,0,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2025-05,24305,1,2025-03,1,2,0.0,0.0,0.0,0.0,0.0,30.0,2203.0,2.203,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.1667,0.8269,,0,0,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2025-06,24306,1,2025-03,1,3,0.0,0.0,0.0,0.0,0.0,30.0,2203.0,2.203,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.1667,0.8269,,0,0,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2025-07,24307,1,2025-03,1,4,0.0,0.0,0.0,0.0,0.0,30.0,2203.0,2.203,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.1667,0.8269,,33,1,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2025-08,24308,1,2025-03,1,5,0.0,0.0,0.0,0.0,0.0,32.0,3547.0,3.547,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.1875,0.8065,,4,1,126,73,claude_code,commit_pattern,50
5,kousen/java_latest,2025-09,24309,1,2025-03,1,6,0.0,0.0,0.0,0.0,0.0,32.0,3548.0,3.548,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.1875,0.8065,,0,0,126,73,claude_code,commit_pattern,50
6,cmu-sei/kaiju,2024-09,24297,0,2025-03,0,-6,44.0,1.0,3.0,0.0,48.0,49.0,14954.0,14.954,3.209844,2.942357,0.066872,0.200615,0.0,3.7143,3.7143,0.5238,0.3892,,2,2,136,61,control,,0
6,cmu-sei/kaiju,2024-10,24298,0,2025-03,0,-5,44.0,1.0,3.0,0.0,48.0,49.0,14954.0,14.954,3.209844,2.942357,0.066872,0.200615,0.0,3.7143,3.7143,0.5238,0.3892,,0,0,136,61,control,,0
6,cmu-sei/kaiju,2024-11,24299,0,2025-03,0,-4,44.0,1.0,3.0,0.0,48.0,49.0,14954.0,14.954,3.209844,2.942357,0.066872,0.200615,0.0,3.7143,3.7143,0.5238,0.3892,,34,4,136,61,control,,0
6,cmu-sei/kaiju,2024-12,24300,0,2025-03,0,-3,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,8,2,136,61,control,,0
6,cmu-sei/kaiju,2025-01,24301,0,2025-03,0,-2,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,0,0,136,61,control,,0
6,cmu-sei/kaiju,2025-02,24302,0,2025-03,0,-1,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,3,2,136,61,control,,0
6,cmu-sei/kaiju,2025-03,24303,0,2025-03,1,0,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,1,1,136,61,control,,0
6,cmu-sei/kaiju,2025-04,24304,0,2025-03,1,1,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,3,2,136,61,control,,0
6,cmu-sei/kaiju,2025-05,24305,0,2025-03,1,2,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,0,0,136,61,control,,0
6,cmu-sei/kaiju,2025-06,24306,0,2025-03,1,3,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,3,2,136,61,control,,0
6,cmu-sei/kaiju,2025-07,24307,0,2025-03,1,4,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,2,2,136,61,control,,0
6,cmu-sei/kaiju,2025-08,24308,0,2025-03,1,5,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,1,1,136,61,control,,0
6,cmu-sei/kaiju,2025-09,24309,0,2025-03,1,6,44.0,1.0,3.0,0.0,48.0,49.0,14953.0,14.953,3.210058,2.942553,0.066876,0.200629,0.0,3.7143,3.7143,0.5238,0.3892,,0,0,136,61,control,,0
7,phax/ph-commons,2025-02,24302,1,2025-08,0,-6,351.0,2.0,8.0,0.0,361.0,235.0,144218.0,144.218,2.503155,2.433815,0.013868,0.055472,0.0,9.0681,9.0681,0.7123,0.2292,,10,1,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-03,24303,1,2025-08,0,-5,351.0,2.0,2.0,0.0,355.0,237.0,145062.0,145.062,2.447229,2.419655,0.013787,0.013787,0.0,9.1181,9.1181,0.7124,0.2274,,4,1,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-04,24304,1,2025-08,0,-4,351.0,2.0,2.0,0.0,355.0,237.0,145087.0,145.087,2.446808,2.419238,0.013785,0.013785,0.0,9.1181,9.1181,0.7124,0.2272,,9,1,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-05,24305,1,2025-08,0,-3,351.0,2.0,2.0,0.0,355.0,237.0,145302.0,145.302,2.443187,2.415658,0.013764,0.013764,0.0,9.135,9.135,0.712,0.2266,,27,1,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-06,24306,1,2025-08,0,-2,352.0,2.0,2.0,0.0,356.0,237.0,145376.0,145.376,2.448822,2.421308,0.013757,0.013757,0.0,9.1477,9.1477,0.712,0.2267,,8,2,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-07,24307,1,2025-08,0,-1,352.0,2.0,2.0,0.0,356.0,237.0,145427.0,145.427,2.447964,2.420458,0.013753,0.013753,0.0,9.1477,9.1477,0.7119,0.2268,,0,0,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-08,24308,1,2025-08,1,0,352.0,2.0,2.0,0.0,356.0,237.0,145427.0,145.427,2.447964,2.420458,0.013753,0.013753,0.0,9.1477,9.1477,0.7119,0.2268,,68,2,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-09,24309,1,2025-08,1,1,107.0,2.0,3.0,0.0,112.0,328.0,153665.0,153.665,0.728858,0.69632,0.013015,0.019523,0.0,9.5091,9.5091,0.7023,0.234,,21,1,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-10,24310,1,2025-08,1,2,107.0,2.0,3.0,0.0,112.0,328.0,153715.0,153.715,0.728621,0.696093,0.013011,0.019517,0.0,9.5122,9.5122,0.7023,0.234,,12,1,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-11,24311,1,2025-08,1,3,107.0,2.0,3.0,0.0,112.0,328.0,153792.0,153.792,0.728256,0.695745,0.013005,0.019507,0.0,9.5122,9.5122,0.7023,0.234,,20,1,40,139,claude_code,file_add,3
7,phax/ph-commons,2025-12,24312,1,2025-08,1,4,110.0,3.0,3.0,0.0,116.0,328.0,153694.0,153.694,0.754746,0.715708,0.019519,0.019519,0.0,9.5335,9.5335,0.703,0.2325,,21,1,40,139,claude_code,file_add,3
7,phax/ph-commons,2026-01,24313,1,2025-08,1,5,110.0,3.0,3.0,0.0,116.0,328.0,153843.0,153.843,0.754015,0.715015,0.0195,0.0195,0.0,9.5305,9.5305,0.703,0.2325,,14,1,40,139,claude_code,file_add,3
7,phax/ph-commons,2026-02,24314,1,2025-08,1,6,110.0,3.0,1.0,0.0,114.0,329.0,153959.0,153.959,0.740457,0.714476,0.019486,0.006495,0.0,9.5106,9.5106,0.704,0.2317,,10,1,40,139,claude_code,file_add,3
8,BenCodez/AdvancedCore,2025-02,24302,0,2025-08,0,-6,57.0,2.0,2.0,0.0,61.0,70.0,12994.0,12.994,4.694474,4.38664,0.153917,0.153917,0.0,3.4143,3.4143,0.4717,0.4704,,17,1,60,115,control,,0
8,BenCodez/AdvancedCore,2025-03,24303,0,2025-08,0,-5,57.0,1.0,3.0,0.0,61.0,71.0,13425.0,13.425,4.543762,4.24581,0.074488,0.223464,0.0,3.4648,3.4648,0.4675,0.4661,,20,2,60,115,control,,0
8,BenCodez/AdvancedCore,2025-04,24304,0,2025-08,0,-4,57.0,1.0,3.0,0.0,61.0,71.0,13443.0,13.443,4.537678,4.240125,0.074388,0.223164,0.0,3.4648,3.4648,0.4675,0.4661,,12,2,60,115,control,,0
8,BenCodez/AdvancedCore,2025-05,24305,0,2025-08,0,-3,57.0,1.0,3.0,0.0,61.0,71.0,13534.0,13.534,4.507167,4.211615,0.073888,0.221664,0.0,3.507,3.507,0.4658,0.4678,,15,1,60,115,control,,0
8,BenCodez/AdvancedCore,2025-06,24306,0,2025-08,0,-2,54.0,1.0,2.0,0.0,57.0,59.0,12211.0,12.211,4.667922,4.422242,0.081893,0.163787,0.0,3.4915,3.4915,0.4891,0.4447,,15,2,60,115,control,,0
8,BenCodez/AdvancedCore,2025-07,24307,0,2025-08,0,-1,54.0,1.0,2.0,0.0,57.0,59.0,12252.0,12.252,4.652302,4.407444,0.081619,0.163239,0.0,3.4915,3.4915,0.4889,0.4449,,11,2,60,115,control,,0
8,BenCodez/AdvancedCore,2025-08,24308,0,2025-08,1,0,54.0,1.0,2.0,0.0,57.0,59.0,12271.0,12.271,4.645098,4.400619,0.081493,0.162986,0.0,3.4915,3.4915,0.4889,0.4449,,12,2,60,115,control,,0
8,BenCodez/AdvancedCore,2025-09,24309,0,2025-08,1,1,54.0,1.0,2.0,0.0,57.0,59.0,12271.0,12.271,4.645098,4.400619,0.081493,0.162986,0.0,3.4915,3.4915,0.4889,0.4449,,6,2,60,115,control,,0
8,BenCodez/AdvancedCore,2025-10,24310,0,2025-08,1,2,54.0,1.0,2.0,0.0,57.0,59.0,12316.0,12.316,4.628126,4.38454,0.081195,0.16239,0.0,3.4915,3.4915,0.4889,0.4449,,21,2,60,115,control,,0
8,BenCodez/AdvancedCore,2025-11,24311,0,2025-08,1,3,54.0,1.0,2.0,0.0,57.0,59.0,12489.0,12.489,4.564016,4.323805,0.08007,0.160141,0.0,3.5254,3.5254,0.5024,0.4315,,9,2,60,115,control,,0
8,BenCodez/AdvancedCore,2025-12,24312,0,2025-08,1,4,54.0,1.0,2.0,0.0,57.0,59.0,12561.0,12.561,4.537855,4.299021,0.079611,0.159223,0.0,3.5254,3.5254,0.5024,0.4315,,14,2,60,115,control,,0
8,BenCodez/AdvancedCore,2026-01,24313,0,2025-08,1,5,54.0,1.0,2.0,0.0,57.0,58.0,12575.0,12.575,4.532803,4.294235,0.079523,0.159046,0.0,3.5345,3.5345,0.5052,0.4275,,29,2,60,115,control,,0
8,BenCodez/AdvancedCore,2026-02,24314,0,2025-08,1,6,53.0,1.0,2.0,0.0,56.0,59.0,12918.0,12.918,4.335036,4.102802,0.077411,0.154823,0.0,3.5085,3.5085,0.5021,0.4326,,36,3,60,115,control,,0
9,4Soft-de/harness-model,2025-02,24302,1,2025-08,0,-6,,,,,,,,,,,,,,,,,,,27,3,9,45,copilot,file_add,2
9,4Soft-de/harness-model,2025-03,24303,1,2025-08,0,-5,,,,,,,,,,,,,,,,,,,37,4,9,45,copilot,file_add,2
9,4Soft-de/harness-model,2025-04,24304,1,2025-08,0,-4,,,,,,,,,,,,,,,,,,,14,2,9,45,copilot,file_add,2
9,4Soft-de/harness-model,2025-05,24305,1,2025-08,0,-3,,,,,,,,,,,,,,,,,,,27,5,9,45,copilot,file_add,2
9,4Soft-de/harness-model,2025-06,24306,1,2025-08,0,-2,,,,,,,,,,,,,,,,,,,6,3,9,45,copilot,file_add,2
